,customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
168,3445-HXXGF,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58,45.3,5444,1,Yes,Senior (≥ 60)
169,1159-WFSGR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,16,20.4,3990,4,No,Middle Age (30–59)
170,7654-YWJUF,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),43,84.25,4382,3,No,Middle Age (30–59)
171,1875-QIVME,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,2,104.4,4690,3,Yes,Under 30
172,6727-IOTLZ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,14,81.95,2564,3,No,Middle Age (30–59)
173,0691-JVSYA,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),53,94.85,4328,1,Yes,Under 30
174,5918-VUKWP,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32,20.55,5358,3,No,Middle Age (30–59)
175,1744-JHKYS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34,24.7,3421,4,No,Middle Age (30–59)
176,2656-FMOKZ,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,15,74.45,5717,2,Yes,Senior (≥ 60)
177,2070-FNEXE,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),7,76.45,4419,2,Yes,Senior (≥ 60)
178,5947-SGKCL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),15,105.35,2721,3,No,Under 30
179,3712-PKXZA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),61,20.55,5110,4,No,Under 30
180,6317-YPKDH,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,29.95,4534,1,Yes,Middle Age (30–59)
181,6582-OIVSP,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.3,3575,5,No,Under 30
182,9367-WXLCH,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),8,84.5,2152,2,Yes,Middle Age (30–59)
183,5524-KHNJP,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),33,74.75,5344,3,No,Middle Age (30–59)
184,1918-ZBFQJ,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,79.25,5142,1,Yes,Middle Age (30–59)
185,1024-GUALD,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,24.8,4851,1,Yes,Under 30
186,4827-USJHP,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,20,51.8,2764,4,No,Middle Age (30–59)
187,8167-GJLRN,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,3,30.4,3108,4,No,Under 30
188,0956-SYCWG,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,13,19.65,2024,3,No,Middle Age (30–59)
189,8017-UVSZU,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),40,56.6,3359,5,No,Middle Age (30–59)
190,7100-FQPRV,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),43,71.9,4106,3,No,Under 30
191,2472-OVKUP,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,6,91.0,2283,2,Yes,Middle Age (30–59)
192,2984-RGEYA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69,19.75,5325,4,No,Middle Age (30–59)
193,9680-NIAUV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),72,109.7,5945,4,No,Middle Age (30–59)
194,2146-EGVDT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),59,19.3,4149,3,No,Middle Age (30–59)
195,2604-IJPDU,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,20,96.55,4382,3,No,Middle Age (30–59)
196,9178-JHUVJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24,24.1,4634,3,No,Under 30
197,6168-YBYNP,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59,111.35,6047,5,No,Under 30
198,7255-SSFBC,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,112.25,4099,4,No,Middle Age (30–59)
199,3645-DEYGF,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.75,3358,5,No,Under 30
200,9323-HGFWY,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),27,101.9,3795,3,No,Middle Age (30–59)
201,8544-GOQSH,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),14,80.05,4400,5,No,Middle Age (30–59)
202,3363-DTIVD,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,71,105.55,5010,3,No,Middle Age (30–59)
203,7018-WBJNK,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),13,78.3,5566,3,No,Middle Age (30–59)
204,9142-KZXOP,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44,68.85,2053,3,No,Middle Age (30–59)
205,7674-YTAFD,No,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),33,79.95,3118,3,No,Middle Age (30–59)
206,6348-SNFUS,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),72,55.45,4556,3,No,Middle Age (30–59)
207,1285-OKIPP,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,79.9,3394,2,Yes,Middle Age (30–59)
208,7825-ECJRF,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,19,106.6,3764,1,Yes,Middle Age (30–59)
209,1347-KTTTA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),64,102.45,6398,3,No,Under 30
210,7841-TZDMQ,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,46.0,2667,3,Yes,Under 30
211,4195-NZGTA,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,25.25,5858,4,No,Middle Age (30–59)
212,7157-SMCFK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,61,19.75,5411,4,No,Middle Age (30–59)
213,4709-LKHYG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29,20.0,3800,5,No,Under 30
214,2504-DSHIH,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,23,86.8,5788,3,No,Senior (≥ 60)
215,0699-NDKJM,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57,58.75,4115,3,No,Middle Age (30–59)
216,9286-BHDQG,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72,45.25,5041,4,No,Middle Age (30–59)
217,0230-WEQUW,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66,56.6,5500,4,No,Middle Age (30–59)
218,2040-LDIWQ,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65,84.2,5256,5,No,Middle Age (30–59)
219,6496-JDSSB,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),8,80.0,2165,4,No,Under 30
220,9408-SSNVZ,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,70.15,2227,2,Yes,Middle Age (30–59)
221,4443-EMBNA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),71,24.75,4642,3,No,Middle Age (30–59)
222,6469-MRVET,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,1,20.2,4160,5,No,Middle Age (30–59)
223,0742-MOABM,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,4,50.05,3394,2,Yes,Middle Age (30–59)
224,5961-VUSRV,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),12,19.35,4451,5,No,Middle Age (30–59)
225,6778-JFCMK,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,24,50.6,4806,3,No,Under 30
226,6341-JVQGF,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,31,81.15,5643,4,No,Under 30
227,2232-DMLXU,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,1,55.2,3638,2,Yes,Under 30
228,4811-JBUVU,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),30,89.9,3233,3,No,Middle Age (30–59)
229,0945-TSONX,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),47,85.3,5698,3,No,Under 30
230,2651-ZCBXV,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),54,108.0,6370,3,No,Middle Age (30–59)
231,3316-UWXUY,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50,93.5,6367,4,No,Middle Age (30–59)
232,8937-RDTHP,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,84.6,2484,2,Yes,Middle Age (30–59)
233,7083-MIOPC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),72,20.25,5733,4,No,Middle Age (30–59)
234,1984-GPTEH,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29,25.15,5491,4,No,Middle Age (30–59)
235,1251-KRREG,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2,54.4,2556,3,Yes,Under 30
236,0621-JFHOL,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,10,29.6,3180,3,No,Middle Age (30–59)
237,9903-LYSAB,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18,73.15,4283,4,No,Middle Age (30–59)
238,0094-OIFMO,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,11,95.0,5980,1,Yes,Senior (≥ 60)
239,9227-UAQFT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,16,19.75,4272,5,No,Middle Age (30–59)
240,7301-ABVAD,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,86.6,4530,3,No,Middle Age (30–59)
241,6614-FHDBO,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,109.2,4551,3,No,Middle Age (30–59)
242,7576-ASEJU,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),41,74.7,5246,4,No,Middle Age (30–59)
243,9058-HRZSV,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,65,94.4,5348,4,No,Senior (≥ 60)
244,4522-AKYLR,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,54.8,5557,4,No,Senior (≥ 60)
245,0221-WMXNQ,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,4,75.35,4033,3,No,Senior (≥ 60)
246,0303-UNCIP,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,41,65.0,5043,4,No,Middle Age (30–59)
247,9947-OTFQU,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,15,74.4,4616,1,Yes,Senior (≥ 60)
248,0322-YINQP,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,48.55,5687,1,Yes,Middle Age (30–59)
249,0959-WHOKV,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,42,99.0,2887,3,No,Under 30
250,4075-JFPGR,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,51,93.5,5561,3,No,Under 30
251,4629-NRXKX,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,70.4,5687,1,Yes,Middle Age (30–59)
252,9514-JDSKI,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,1,40.2,5828,2,Yes,Senior (≥ 60)
253,3282-ZISZV,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),32,83.7,3945,5,No,Middle Age (30–59)
254,3675-YDUPJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,10,19.85,3768,4,No,Under 30
255,4111-BNXIF,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,67,59.55,4478,4,No,Under 30
256,7017-VFHAY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61,115.1,6090,3,No,Middle Age (30–59)
257,6655-LHBYW,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),50,114.35,5068,3,No,Middle Age (30–59)
258,4959-JOSRX,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,44.6,4884,2,Yes,Middle Age (30–59)
259,5046-NUHWD,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29,45.0,3094,3,No,Senior (≥ 60)
260,7273-TEFQD,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3,41.15,2314,2,Yes,Senior (≥ 60)
261,3606-TWKGI,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,106.9,2494,1,Yes,Senior (≥ 60)
262,7529-ZDFXI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57,89.85,4429,5,No,Senior (≥ 60)
263,7605-BDWDC,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),31,49.85,2539,3,No,Middle Age (30–59)
264,1950-KSVVJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,45,113.3,4885,3,No,Middle Age (30–59)
265,0123-CRBRT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,61,88.1,5152,4,No,Middle Age (30–59)
266,6292-TOSSS,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),50,24.9,4297,4,No,Middle Age (30–59)
267,3197-ARFOY,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,19,105.0,3524,3,No,Senior (≥ 60)
268,6323-AYBRX,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,59,19.35,5084,3,Yes,Middle Age (30–59)
269,7014-ZZXAW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71,24.25,5409,5,No,Middle Age (30–59)
270,4385-GZQXV,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,16,94.45,3810,1,Yes,Senior (≥ 60)
271,7633-MVPUY,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,57,59.75,4012,3,No,Middle Age (30–59)
272,6366-ZGQGL,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,24.8,5087,2,Yes,Middle Age (30–59)
273,4716-HHKQH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,20,107.05,5328,3,No,Senior (≥ 60)
274,5940-AHUHD,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,70.6,3338,2,Yes,Middle Age (30–59)
275,6432-TWQLB,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,5,85.4,3676,3,Yes,Middle Age (30–59)
276,4484-GLZOU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,52,105.05,4839,2,Yes,Under 30
277,3179-GBRWV,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21,64.95,4604,4,No,Senior (≥ 60)
278,8645-KWHJO,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,14,55.0,4900,3,No,Middle Age (30–59)
279,4130-MZLCC,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),5,50.55,2739,3,No,Under 30
280,0314-TKOSI,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,6,55.15,5377,4,No,Under 30
281,8229-MYEJZ,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,10,51.2,5765,4,No,Middle Age (30–59)
282,2080-SRCDE,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,25.4,4556,3,No,Under 30
283,9577-WJVCQ,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,68,54.45,5310,3,No,Under 30
284,9512-UIBFX,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,18,95.15,4643,3,Yes,Middle Age (30–59)
285,6202-DYYFX,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),22,76.0,2031,4,No,Middle Age (30–59)
286,3808-HFKDE,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20,44.35,3460,4,No,Middle Age (30–59)
287,5583-SXDAG,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,70.0,4094,3,Yes,Middle Age (30–59)
288,3488-PGMQJ,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,8,74.5,4345,2,Yes,Senior (≥ 60)
289,3580-REOAC,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),10,44.85,4061,2,Yes,Middle Age (30–59)
290,7534-BFESC,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24,76.1,2018,2,Yes,Senior (≥ 60)
291,3727-OWVYD,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,35,61.2,2075,3,No,Under 30
292,2294-SALNE,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,23,86.8,3200,4,No,Middle Age (30–59)
293,4847-TAJYI,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6,89.35,2578,3,No,Senior (≥ 60)
294,1563-IWQEX,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12,19.7,5715,3,No,Middle Age (30–59)
295,8203-XJZRC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.25,5384,3,No,Middle Age (30–59)
296,6556-DBKZF,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,71,76.05,5841,5,No,Middle Age (30–59)
297,6851-WEFYX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,35,100.8,3318,5,No,Senior (≥ 60)
298,2985-JUUBZ,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40,74.55,3718,5,No,Middle Age (30–59)
299,6390-DSAZX,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,73.6,2565,1,Yes,Under 30
300,0895-LMRSF,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),23,64.9,3314,4,No,Middle Age (30–59)
301,8098-LLAZX,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,95.45,3677,3,Yes,Senior (≥ 60)
302,8266-VBFQL,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,4,90.4,3314,3,No,Middle Age (30–59)
303,8181-YHCMF,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),68,60.3,4864,4,No,Middle Age (30–59)
304,2240-HSJQD,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,38,81.85,3571,5,No,Middle Age (30–59)
305,1248-DYXUB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52,24.8,5320,5,No,Middle Age (30–59)
306,0265-EDXBD,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,32,74.9,4105,2,Yes,Senior (≥ 60)
307,4115-BNPJY,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,29,75.55,5625,5,No,Middle Age (30–59)
308,3167-SNQPL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,38,101.15,4036,5,No,Senior (≥ 60)
309,4091-TVOCN,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48,78.75,2257,3,No,Middle Age (30–59)
310,1098-TDVUQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1,19.25,4745,3,No,Middle Age (30–59)
311,7277-OZCGZ,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22,89.05,5479,3,No,Middle Age (30–59)
312,1557-EMYVT,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),43,115.05,4115,4,No,Under 30
313,2799-ARNLO,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5,69.35,5437,4,No,Senior (≥ 60)
314,7563-BIUPC,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,5,80.6,5715,2,Yes,Middle Age (30–59)
315,5027-YOCXN,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),51,110.05,5604,3,No,Under 30
316,3973-SKMLN,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71,19.9,5308,3,No,Middle Age (30–59)
